_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label,,,,,,,,,,,,
6512,18649,25622,federal university uberlandia,brazil,uberlandia,minas gerais,http://www.ufu.br,federal university uberlandia,brazil,sao paulo,sp,gmail.com,0,0,TRUE,,,,,,,,,,
6520,18757,8938,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milano,,unibocconi.it,1,13,FALSE,luigi bocconi university,bocconi university,italy,italy,milano,milano,0,0,http://www.unibocconi.it,unibocconi.it
6525,18757,5307,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milan,italy,sdabocconi.it,0,0,FALSE,luigi bocconi university,bocconi university,italy,italy,milano,milan,0,italy,http://www.unibocconi.it,sdabocconi.it
6531,18757,16712,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milan,,unibocconi.it,1,13,FALSE,luigi bocconi university,bocconi university,italy,italy,milano,milan,0,0,http://www.unibocconi.it,unibocconi.it
6541,18757,57771,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milano,,uunibocconi.it,0,0,FALSE,luigi bocconi university,bocconi university,italy,italy,milano,milano,0,0,http://www.unibocconi.it,uunibocconi.it
6562,18801,57814,university trento,italy,trento,,http://www.unitn.it,university trento,italy,trento,italy,unitn.it,1,8,TRUE,,,,,,,,,,
6579,18814,59764,university bologna,italy,bologna,,http://www.unibo.it,university bologna,italy,bologna,,unibo.it,1,8,TRUE,,,,,,,,,,
6614,8500,18756,objetivo institute education research,brazil,palmas,tocantins,http://www.iepo.edu.br,insper institute education and research,brazil,sao paulo,sao paulo,insper.edu.br,0,0,FALSE,objetivo institute education research,insper institute education and research,brazil,brazil,palmas,sao paulo,tocantins,sao paulo,http://www.iepo.edu.br,insper.edu.br
6625,1909,8640,california state university chico,united states,chico,california,http://www.csuchico.edu,california polytechnic state university san luis obispo,united states,san luis obispo,california,calpoly.edu,0,0,FALSE,california state university chico,california polytechnic state university san luis obispo,united states,united states,chico,san luis obispo,california,california,http://www.csuchico.edu,calpoly.edu
6627,1909,1291,california state university chico,united states,chico,california,http://www.csuchico.edu,california state university fullerton,united states,fullerton,california,fullerton.edu,0,0,FALSE,california state university chico,california state university fullerton,united states,united states,chico,fullerton,california,california,http://www.csuchico.edu,fullerton.edu
6629,1911,50963,california state university east bay,united states,hayward,california,http://www20.csueastbay.edu,california state university monterey bay,united states,seaside,california,csumb.edu,0,0,FALSE,california state university east bay,california state university monterey bay,united states,united states,hayward,seaside,california,california,http://www20.csueastbay.edu,csumb.edu
6641,8664,58109,federal institute education science technology minas gerais,brazil,belo horizonte,mg,http://www.ifmg.edu.br,federal university minas gerais,brazil,belo horizonte,mg,gmail.com,0,0,FALSE,federal institute education science technology minas gerais,federal university minas gerais,brazil,brazil,belo horizonte,belo horizonte,mg,mg,http://www.ifmg.edu.br,gmail.com
6659,19325,53758,university valencia,spain,valencia,,http://www.uv.es,university valencia,spain,valencia,,uv.es,1,5,TRUE,,,,,,,,,,
6681,19358,27160,university passau,germany,passau,,http://www.uni-passau.de,university passau,germany,passau,,uni-passau.de,1,13,TRUE,,,,,,,,,,
6728,19584,34463,university fribourg,switzerland,fribourg,,http://www.unifr.ch,university fribourg,switzerland,fribourg,,hefr.ch,0,0,TRUE,,,,,,,,,,
6732,19587,54186,university geneva,switzerland,geneva,4,http://www.unige.ch,university geneva,switzerland,geneva,ge,unige.ch,1,8,TRUE,,,,,,,,,,
6798,19863,5194,university amsterdam,netherlands,amsterdam,,http://www.uva.nl,vu university amsterdam,netherlands,amsterdam,amsterdam,vu.nl,0,0,FALSE,university amsterdam,vu university amsterdam,netherlands,netherlands,amsterdam,amsterdam,0,amsterdam,http://www.uva.nl,vu.nl
6809,19863,52314,university amsterdam,netherlands,amsterdam,,http://www.uva.nl,university amsterdam,netherlands,amsterdam,,uva.nl,1,6,TRUE,,,,,,,,,,
6820,19863,17955,university amsterdam,netherlands,amsterdam,,http://www.uva.nl,vu university amsterdam,netherlands,amsterdam,,vu.nl,0,0,FALSE,university amsterdam,vu university amsterdam,netherlands,netherlands,amsterdam,amsterdam,0,0,http://www.uva.nl,vu.nl
6826,19865,52639,tilburg university,netherlands,tilburg,,http://www.tilburguniversity.edu/,tilburg university,netherlands,tilburg,,uvt.nl,0,0,TRUE,,,,,,,,,,
6829,19865,48445,tilburg university,netherlands,tilburg,,http://www.tilburguniversity.edu/,tilburg university,netherlands,tilburg,,tilburguniversity.edu,1,21,TRUE,,,,,,,,,,
6831,19865,57761,tilburg university,netherlands,tilburg,,http://www.tilburguniversity.edu/,tilburg university,netherlands,tilburg,,tilburguniversity.edu,1,21,TRUE,,,,,,,,,,
6850,9602,3337,iona college,united states,new rochelle,new york,http://www.iona.edu,iona college,united states,new rochelle,new york,iona.edu,1,8,TRUE,,,,,,,,,,
6869,19940,10564,university technology malaysia,malaysia,johor bahru,johor,http://www.utm.my,malaysia japan international institute technology,malaysia,kuala lumpur,,yahoo.com,0,0,FALSE,university technology malaysia,malaysia japan international institute technology,malaysia,malaysia,johor bahru,kuala lumpur,johor,0,http://www.utm.my,yahoo.com
6876,19969,2133,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,great neck,new york,stern.nyu.edu,0,0,FALSE,university albany state university new york,new york university,united states,united states,albany,great neck,new york,new york,http://www.albany.edu,stern.nyu.edu
6879,19969,57870,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,university albany state university new york,new york university,united states,united states,albany,new york,new york,new york,http://www.albany.edu,stern.nyu.edu
6902,19969,1248,university albany state university new york,united states,albany,new york,http://www.albany.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0,0,FALSE,university albany state university new york,university buffalo state university new york,united states,united states,albany,buffalo,new york,new york,http://www.albany.edu,buffalo.edu
6908,19969,35473,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,university albany state university new york,new york university,united states,united states,albany,new york,new york,new york,http://www.albany.edu,stern.nyu.edu
6925,20004,59121,university alabama,united states,tuscaloosa,alabama,http://www.ua.edu,university alabama birmingham,united states,birmingham,alabama,uab.edu,0,0,FALSE,university alabama,university alabama birmingham,united states,united states,tuscaloosa,birmingham,alabama,alabama,http://www.ua.edu,uab.edu
6965,20010,56780,university alberta,canada,edmonton,alberta,http://www.ualberta.ca,university alberta,canada,edmonton,alberta,ualberta.ca,1,11,TRUE,,,,,,,,,,
6971,20016,1687,university arkansas,united states,fayetteville,arkansas,http://www.uark.edu,university arkansas,united states,fayetteville,arkansas,uark.edu,1,8,TRUE,,,,,,,,,,
6992,20020,1687,university arkansas pine bluff,united states,pine bluff,arkansas,http://www.uapb.edu,university arkansas,united states,fayetteville,arkansas,uark.edu,0,0,FALSE,university arkansas pine bluff,university arkansas,united states,united states,pine bluff,fayetteville,arkansas,arkansas,http://www.uapb.edu,uark.edu
6995,20020,53494,university arkansas pine bluff,united states,pine bluff,arkansas,http://www.uapb.edu,university arkansas,united states,fayetteville,arkansas,walton.uark.edu,0,0,FALSE,university arkansas pine bluff,university arkansas,united states,united states,pine bluff,fayetteville,arkansas,arkansas,http://www.uapb.edu,walton.uark.edu
7001,20035,5531,university bath,united kingdom,bath,,http://www.bath.ac.uk,university bath,united kingdom,bath,,bath.ac.uk,1,10,TRUE,,,,,,,,,,
7005,20035,50408,university bath,united kingdom,bath,,http://www.bath.ac.uk,university bath,united kingdom,bath,,management.bath.ac.uk,0,0,TRUE,,,,,,,,,,
7012,20053,25212,university calgary,canada,calgary,alberta,http://www.ucalgary.ca,university calgary,canada,calgary,alberta,ucalgary.ca,1,11,TRUE,,,,,,,,,,
7031,20055,44628,university california,united states,oakland,california,http://www.ucop.edu,university california los angeles,united states,los angeles,california,anderson.ucla.edu,0,0,FALSE,university california,university california los angeles,united states,united states,oakland,los angeles,california,california,http://www.ucop.edu,anderson.ucla.edu
7034,20055,14945,university california,united states,oakland,california,http://www.ucop.edu,university california berkeley,united states,berkeley,california,haas.berkeley.edu,0,0,FALSE,university california,university california berkeley,united states,united states,oakland,berkeley,california,california,http://www.ucop.edu,haas.berkeley.edu
7051,20055,15212,university california,united states,oakland,california,http://www.ucop.edu,university california davis,united states,davis,california,ucdavis.edu,0,0,FALSE,university california,university california davis,united states,united states,oakland,davis,california,california,http://www.ucop.edu,ucdavis.edu
7066,20055,58296,university california,united states,oakland,california,http://www.ucop.edu,university california davis,united states,davis,california,ucdavis.edu,0,0,FALSE,university california,university california davis,united states,united states,oakland,davis,california,california,http://www.ucop.edu,ucdavis.edu
7145,20081,27860,university cambridge homerton college,united kingdom,cambridge,,http://www.homerton.cam.ac.uk,university cambridge,united kingdom,cambridge,united kingdom,jbs.cam.ac.uk,0,0,FALSE,university cambridge homerton college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,united kingdom,http://www.homerton.cam.ac.uk,jbs.cam.ac.uk
7163,20083,57613,university cambridge jesus college,united kingdom,cambridge,,http://www.jesus.cam.ac.uk,university cambridge,united kingdom,cambridge,cambridgeshire,jbs.cam.ac.uk,0,0,FALSE,university cambridge jesus college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,cambridgeshire,http://www.jesus.cam.ac.uk,jbs.cam.ac.uk
7176,20086,5639,university cambridge magdalene college,united kingdom,cambridge,,http://www.magd.cam.ac.uk,university cambridge,united kingdom,cambridge,cambridgeshire,jbs.cam.ac.uk,0,0,FALSE,university cambridge magdalene college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,cambridgeshire,http://www.magd.cam.ac.uk,jbs.cam.ac.uk
7216,20088,58748,university cambridge newnham college,united kingdom,cambridge,,http://www.newn.cam.ac.uk,university cambridge,united kingdom,cambridge,select state,cam.ac.uk,?,9,FALSE,university cambridge newnham college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,select state,http://www.newn.cam.ac.uk,cam.ac.uk
7224,20089,5639,university cambridge pembroke college,united kingdom,cambridge,,http://www.pem.cam.ac.uk,university cambridge,united kingdom,cambridge,cambridgeshire,jbs.cam.ac.uk,0,0,FALSE,university cambridge pembroke college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,cambridgeshire,http://www.pem.cam.ac.uk,jbs.cam.ac.uk
7249,20094,42505,university cambridge st edmund college,united kingdom,cambridge,,http://www.st-edmunds.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam.ac.uk,?,9,FALSE,university cambridge st edmund college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,0,http://www.st-edmunds.cam.ac.uk,cam.ac.uk
7252,20096,58758,university cambridge selwyn college,united kingdom,cambridge,,http://www.sel.cam.ac.uk,university cambridge,united kingdom,cambridge,,icloud.com,0,0,FALSE,university cambridge selwyn college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,0,http://www.sel.cam.ac.uk,icloud.com
7268,20097,58758,university cambridge sidney sussex college,united kingdom,cambridge,,http://www.sid.cam.ac.uk,university cambridge,united kingdom,cambridge,,icloud.com,0,0,FALSE,university cambridge sidney sussex college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,0,http://www.sid.cam.ac.uk,icloud.com
7279,20097,18431,university cambridge sidney sussex college,united kingdom,cambridge,,http://www.sid.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam.ac.uk,?,9,FALSE,university cambridge sidney sussex college,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,0,http://www.sid.cam.ac.uk,cam.ac.uk
7290,20099,5639,university cambridge trinity hall,united kingdom,cambridge,,http://www.trinhall.cam.ac.uk,university cambridge,united kingdom,cambridge,cambridgeshire,jbs.cam.ac.uk,0,0,FALSE,university cambridge trinity hall,university cambridge,united kingdom,united kingdom,cambridge,cambridge,0,cambridgeshire,http://www.trinhall.cam.ac.uk,jbs.cam.ac.uk
7375,20114,45808,university chicago,united states,chicago,illinois,http://www.uchicago.edu,university illinois chicago,united states,chicago,illinois,uic.edu,0,0,FALSE,university chicago,university illinois chicago,united states,united states,chicago,chicago,illinois,illinois,http://www.uchicago.edu,uic.edu
7405,20138,53960,university dubai,united arab emirates,dubai,,http://www.ud.ac.ae,university wollongong dubai,united arab emirates,dubai,dubai,uowdubai.ac.ae,0,0,FALSE,university dubai,university wollongong dubai,united arab emirates,united arab emirates,dubai,dubai,0,dubai,http://www.ud.ac.ae,uowdubai.ac.ae
7415,20142,19721,durham university durham university st john college,united kingdom,durham,,http://www.dur.ac.uk/st-johns.college,durham university,united kingdom,durham,,durham.ac.uk,0,0,FALSE,durham university durham university st john college,durham university,united kingdom,united kingdom,durham,durham,0,0,http://www.dur.ac.uk/st-johns.college,durham.ac.uk
7417,20142,7067,durham university durham university st john college,united kingdom,durham,,http://www.dur.ac.uk/st-johns.college,durham university,united kingdom,durham,,durham.ac.uk,0,0,FALSE,durham university durham university st john college,durham university,united kingdom,united kingdom,durham,durham,0,0,http://www.dur.ac.uk/st-johns.college,durham.ac.uk
7437,20152,43968,university electronic science technology china,china,chengdu,sichuan province,http://www.uestc.edu.cn,huazhong university science technology,china,wuhan,hubei,hust.edu.cn,0,0,FALSE,university electronic science technology china,huazhong university science technology,china,china,chengdu,wuhan,sichuan province,hubei,http://www.uestc.edu.cn,hust.edu.cn
7446,20160,42623,university florida,united states,gainesville,florida,http://www.ufl.edu,florida international university,united states,miami,florida,fiu.edu,0,0,FALSE,university florida,florida international university,united states,united states,gainesville,miami,florida,florida,http://www.ufl.edu,fiu.edu
7462,20160,14965,university florida,united states,gainesville,florida,http://www.ufl.edu,florida international university,united states,miami,florida,fiu.edu,0,0,FALSE,university florida,florida international university,united states,united states,gainesville,miami,florida,florida,http://www.ufl.edu,fiu.edu
7482,20160,51253,university florida,united states,gainesville,florida,http://www.ufl.edu,florida state university,united states,tallahassee,florida,fsu.edu,0,0,FALSE,university florida,florida state university,united states,united states,gainesville,tallahassee,florida,florida,http://www.ufl.edu,fsu.edu
7547,20185,52601,university houston clear lake,united states,houston,texas,http://www.uhcl.edu,university houston,united states,houston,texas,gmail.com,0,0,FALSE,university houston clear lake,university houston,united states,united states,houston,houston,texas,texas,http://www.uhcl.edu,gmail.com
7552,20185,14288,university houston clear lake,united states,houston,texas,http://www.uhcl.edu,university houston,united states,houston,texas,bauer.uh.edu,0,0,FALSE,university houston clear lake,university houston,united states,united states,houston,houston,texas,texas,http://www.uhcl.edu,bauer.uh.edu
7567,20187,54041,university houston victoria,united states,victoria,texas,http://www.uhv.edu,university houston,united states,houston,texas,uh.edu,0,0,FALSE,university houston victoria,university houston,united states,united states,victoria,houston,texas,texas,http://www.uhv.edu,uh.edu
7590,20193,31514,university illinois urbana champaign,united states,champaign,illinois,http://illinois.edu/,university illinois urbana champaign,united states,champaign,illinois,illinois.edu,1,12,TRUE,,,,,,,,,,
7619,20200,57408,university iowa,united states,iowa city,iowa,http://www.uiowa.edu,university iowa,united states,iowa city,iowa,uiowa.edu,1,9,TRUE,,,,,,,,,,
7647,20213,655,university kentucky,united states,lexington,kentucky,http://www.uky.edu,university kentucky,united states,lexington,kentucky,gmail.com,0,0,TRUE,,,,,,,,,,
7654,20222,46848,university lagos,nigeria,lagos,lagos state,http://www.unilag.edu.ng,lagos business school,nigeria,ajah,lagos,lbs.edu.ng,0,0,FALSE,university lagos,lagos business school,nigeria,nigeria,lagos,ajah,lagos state,lagos,http://www.unilag.edu.ng,lbs.edu.ng
7670,20224,12410,university leicester,united kingdom,leicester,,http://www.le.ac.uk,university leicester,united kingdom,leicester,,le.ac.uk,1,8,TRUE,,,,,,,,,,
7701,20239,58143,university london queen mary,united kingdom,london,,http://www.qmul.ac.uk,queen mary university london,united kingdom,london,,qmul.ac.uk,1,10,FALSE,university london queen mary,queen mary university london,united kingdom,united kingdom,london,london,0,0,http://www.qmul.ac.uk,qmul.ac.uk
7730,20242,15319,university london school advanced study,united kingdom,london,,http://www.sas.ac.uk,university london,united kingdom,egham,surrey,rhul.ac.uk,0,0,FALSE,university london school advanced study,university london,united kingdom,united kingdom,london,egham,0,surrey,http://www.sas.ac.uk,rhul.ac.uk
7819,20260,4140,university maine,united states,orono,maine,http://www.umaine.edu,university maine,united states,orono,maine,maine.edu,1,9,TRUE,,,,,,,,,,
7844,15828,23376,state university new york college brockport,united states,brockport,new york,http://www.brockport.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0,0,FALSE,state university new york college brockport,university buffalo state university new york,united states,united states,brockport,buffalo,new york,new york,http://www.brockport.edu,buffalo.edu
7899,20280,8362,university maryland baltimore county,united states,baltimore,maryland,http://www.umbc.edu,university maryland,united states,college park,maryland,rhsmith.umd.edu,0,0,FALSE,university maryland baltimore county,university maryland,united states,united states,baltimore,college park,maryland,maryland,http://www.umbc.edu,rhsmith.umd.edu
7937,20279,8091,university maryland baltimore,united states,baltimore,maryland,http://www.umaryland.edu,university maryland,united states,college park,maryland,rhsmith.umd.edu,0,0,FALSE,university maryland baltimore,university maryland,united states,united states,baltimore,college park,maryland,maryland,http://www.umaryland.edu,rhsmith.umd.edu
7960,20285,22989,university massachusetts boston,united states,boston,massachusetts,http://www.umb.edu,boston college,united states,chestnut hill,massachusetts,bc.edu,0,0,FALSE,university massachusetts boston,boston college,united states,united states,boston,chestnut hill,massachusetts,massachusetts,http://www.umb.edu,bc.edu
7968,20285,3474,university massachusetts boston,united states,boston,massachusetts,http://www.umb.edu,boston university,united states,west newton,massachusetts,bu.edu,0,0,FALSE,university massachusetts boston,boston university,united states,united states,boston,west newton,massachusetts,massachusetts,http://www.umb.edu,bu.edu
7983,20285,27979,university massachusetts boston,united states,boston,massachusetts,http://www.umb.edu,boston university,united states,boston,massachusetts,bu.edu,0,0,FALSE,university massachusetts boston,boston university,united states,united states,boston,boston,massachusetts,massachusetts,http://www.umb.edu,bu.edu
7991,20288,12166,university massachusetts medical school,united states,worcester,massachusetts,http://www.umassmed.edu,university massachusetts,united states,boston,massachusetts,umb.edu,0,0,FALSE,university massachusetts medical school,university massachusetts,united states,united states,worcester,boston,massachusetts,massachusetts,http://www.umassmed.edu,umb.edu
7997,20295,10141,university melbourne,australia,melbourne,victoria,http://www.unimelb.edu.au,university melbourne,australia,melbourne,victoria,unimelb.edu.au,1,14,TRUE,,,,,,,,,,
8034,20297,8195,university michigan,united states,ann arbor,michigan,http://www.umich.edu,central michigan university,united states,mount pleasant,michigan,cmich.edu,0,0,FALSE,university michigan,central michigan university,united states,united states,ann arbor,mount pleasant,michigan,michigan,http://www.umich.edu,cmich.edu
8041,20297,11063,university michigan,united states,ann arbor,michigan,http://www.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,1,9,TRUE,,,,,,,,,,
8048,20297,3961,university michigan,united states,ann arbor,michigan,http://www.umich.edu,michigan state university,united states,east lansing,michigan,msu.edu,0,0,FALSE,university michigan,michigan state university,united states,united states,ann arbor,east lansing,michigan,michigan,http://www.umich.edu,msu.edu
8062,20297,41449,university michigan,united states,ann arbor,michigan,http://www.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,1,9,TRUE,,,,,,,,,,
8064,20297,56313,university michigan,united states,ann arbor,michigan,http://www.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,1,9,TRUE,,,,,,,,,,
8083,20298,2093,university michigan dearborn,united states,dearborn,michigan,http://www.umd.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,0,9,FALSE,university michigan dearborn,university michigan,united states,united states,dearborn,ann arbor,michigan,michigan,http://www.umd.umich.edu,umich.edu
8107,20303,55146,university minnesota duluth,united states,duluth,minnesota,http://www.d.umn.edu,university minnesota,united states,minneapolis,minnesota,umn.edu,0,7,FALSE,university minnesota duluth,university minnesota,united states,united states,duluth,minneapolis,minnesota,minnesota,http://www.d.umn.edu,umn.edu
8190,20326,29019,university nevada las vegas,united states,las vegas,nevada,http://www.unlv.edu,university nevada las vegas,united states,las vegas,nevada,gmail.com,0,0,TRUE,,,,,,,,,,
8244,20344,34165,university north carolina asheville,united states,asheville,north carolina,http://www.unca.edu,university north carolina,united states,chapel hill,north carolina,unc.edu,0,0,FALSE,university north carolina asheville,university north carolina,united states,united states,asheville,chapel hill,north carolina,north carolina,http://www.unca.edu,unc.edu
8257,20345,55758,university north carolina chapel hill,united states,chapel hill,north carolina,http://www.unc.edu,university north carolina chapel hill,united states,chapel hill,north carolina,gmail.com,0,0,TRUE,,,,,,,,,,
8281,20345,37841,university north carolina chapel hill,united states,chapel hill,north carolina,http://www.unc.edu,university north carolina chapel hill,united states,pittsboro,north carolina,email.unc.edu,0,0,TRUE,,,,,,,,,,
8282,20345,51257,university north carolina chapel hill,united states,chapel hill,north carolina,http://www.unc.edu,university north carolina chapel hill,united states,chapel hill,north carolina,kenan-flagler.unc.edu,0,0,TRUE,,,,,,,,,,
8297,20346,10892,university north carolina charlotte,united states,charlotte,north carolina,http://www.uncc.edu,university north carolina chapel hill,united states,chapel hill,north carolina,kenan-flagler.unc.edu,0,0,FALSE,university north carolina charlotte,university north carolina chapel hill,united states,united states,charlotte,chapel hill,north carolina,north carolina,http://www.uncc.edu,kenan-flagler.unc.edu
8335,20347,34165,university north carolina greensboro,united states,greensboro,north carolina,http://www.uncg.edu,university north carolina,united states,chapel hill,north carolina,unc.edu,0,0,FALSE,university north carolina greensboro,university north carolina,united states,united states,greensboro,chapel hill,north carolina,north carolina,http://www.uncg.edu,unc.edu
8356,20354,30943,university northern british columbia,canada,prince george,british columbia,http://www.unbc.ca,university british columbia,canada,vancouver,bc,sauder.ubc.ca,0,0,FALSE,university northern british columbia,university british columbia,canada,canada,prince george,vancouver,british columbia,bc,http://www.unbc.ca,sauder.ubc.ca
8379,20364,12212,university oklahoma,united states,norman,oklahoma,http://www.ou.edu,oklahoma state university,united states,stillwater,oklahoma,okstate.edu,0,0,FALSE,university oklahoma,oklahoma state university,united states,united states,norman,stillwater,oklahoma,oklahoma,http://www.ou.edu,okstate.edu
8396,20369,56414,university ottawa,canada,ottawa,ontario,http://www.uottawa.ca,telfer school management university ottawa,canada,ottawa,on,telfer.uottawa.ca,0,0,FALSE,university ottawa,telfer school management university ottawa,canada,canada,ottawa,ottawa,ontario,on,http://www.uottawa.ca,telfer.uottawa.ca
8411,20377,43210,university oxford christ church,united kingdom,oxford,,http://www.chch.ox.ac.uk,university oxford,united kingdom,oxford,oxfordshire,gmail.com,0,0,FALSE,university oxford christ church,university oxford,united kingdom,united kingdom,oxford,oxford,0,oxfordshire,http://www.chch.ox.ac.uk,gmail.com
8418,20379,14962,university oxford exeter college,united kingdom,oxford,,http://www.exeter.ox.ac.uk,university exeter,united kingdom,exeter,,exeter.ac.uk,0,0,FALSE,university oxford exeter college,university exeter,united kingdom,united kingdom,oxford,exeter,0,0,http://www.exeter.ox.ac.uk,exeter.ac.uk
8453,10113,7291,kansas state university,united states,manhattan,kansas,http://www.k-state.edu/,university kansas,united states,lawrence,kansas,ku.edu,0,0,FALSE,kansas state university,university kansas,united states,united states,manhattan,lawrence,kansas,kansas,http://www.k-state.edu/,ku.edu
8474,20436,30163,university pretoria,south africa,pretoria,gauteng,http://www.up.ac.za,gibs / university pretoria,south africa,johannesburg,,gibs.co.za,0,0,FALSE,university pretoria,gibs / university pretoria,south africa,south africa,pretoria,johannesburg,gauteng,0,http://www.up.ac.za,gibs.co.za
8497,10172,56019,leuven university college,belgium,heverlee,,http://www.khleuven.be,ku leuven,belgium,leuven,,student.kuleuven.be,0,0,FALSE,leuven university college,ku leuven,belgium,belgium,heverlee,leuven,0,0,http://www.khleuven.be,student.kuleuven.be
8522,10183,42254,catholic university applied sciences munich,germany,munchen,,http://www.ksfh.de,university munich,germany,munich,bavaria,bwl.lmu.de,0,0,FALSE,catholic university applied sciences munich,university munich,germany,germany,munchen,munich,0,bavaria,http://www.ksfh.de,bwl.lmu.de
8523,20476,14201,university saskatchewan,canada,saskatoon,saskatchewan,http://www.usask.ca,university saskatchewan,canada,saskatoon,sk,edwards.usask.ca,0,0,TRUE,,,,,,,,,,
8528,20478,55037,university science arts oklahoma,united states,chickasha,oklahoma,http://www.usao.edu,university oklahoma,united states,norman,oklahoma,ou.edu,0,0,FALSE,university science arts oklahoma,university oklahoma,united states,united states,chickasha,norman,oklahoma,oklahoma,http://www.usao.edu,ou.edu
8536,20480,43972,university science technology beijing,china,beijing,,http://www.ustb.edu.cn,huazhong university science technology,china,wuhan,hubei,mail.hust.edu.cn,0,0,FALSE,university science technology beijing,huazhong university science technology,china,china,beijing,wuhan,0,hubei,http://www.ustb.edu.cn,mail.hust.edu.cn
8559,20481,43968,university science technology liaoning,china,anshan,liaoning province,http://www.ustl.edu.cn,huazhong university science technology,china,wuhan,hubei,hust.edu.cn,0,0,FALSE,university science technology liaoning,huazhong university science technology,china,china,anshan,wuhan,liaoning province,hubei,http://www.ustl.edu.cn,hust.edu.cn
8576,20482,5605,university science technology china,china,hefei,anhui province,http://www.ustc.edu.cn,hong kong university science and technology,china,hong kong,,ust.hk,0,0,FALSE,university science technology china,hong kong university science and technology,china,china,hefei,hong kong,anhui province,0,http://www.ustc.edu.cn,ust.hk
8607,20499,31346,university south carolina columbia,united states,columbia,south carolina,http://www.sc.edu/,medical university south carolina,united states,charleston,south carolina,musc.edu,0,0,FALSE,university south carolina columbia,medical university south carolina,united states,united states,columbia,charleston,south carolina,south carolina,http://www.sc.edu/,musc.edu
8633,20506,37445,university southern california,united states,los angeles,california,http://www.usc.edu,university southern california,united states,los angeles,california,marshall.usc.edu,0,0,TRUE,,,,,,,,,,
8669,20513,17981,university southern queensland,australia,toowoomba,queensland,http://www.usq.edu.au,university southern queensland,australia,toowoomba,queensland,usq.edu.au,1,10,TRUE,,,,,,,,,,
8728,20607,50974,university utah,united states,salt lake city,utah,http://www.utah.edu,eccles school university utah,united states,salt lake city,utah,utah.edu,1,8,FALSE,university utah,eccles school university utah,united states,united states,salt lake city,salt lake city,utah,utah,http://www.utah.edu,utah.edu
8731,20607,6856,university utah,united states,salt lake city,utah,http://www.utah.edu,university utah,united states,salt lake city,utah,business.utah.edu,0,0,TRUE,,,,,,,,,,
8737,20610,1336,university vermont,united states,burlington,vermont,http://www.uvm.edu,university vermont,united states,burlington,vermont,uvm.edu,1,7,TRUE,,,,,,,,,,
8752,20614,13562,university virginia,united states,charlottesville,virginia,http://www.virginia.edu,virginia tech,united states,blacksburg,virginia,vt.edu,0,0,FALSE,university virginia,virginia tech,united states,united states,charlottesville,blacksburg,virginia,virginia,http://www.virginia.edu,vt.edu
8767,20614,3539,university virginia,united states,charlottesville,virginia,http://www.virginia.edu,university virginia,united states,charlottesville,virginia,darden.virginia.edu,0,0,TRUE,,,,,,,,,,
8782,20621,31808,university warwick,united kingdom,coventry,,http://www.warwick.ac.uk,warwick business school,united kingdom,coventry,westmidlands,wbs.ac.uk,0,0,FALSE,university warwick,warwick business school,united kingdom,united kingdom,coventry,coventry,0,westmidlands,http://www.warwick.ac.uk,wbs.ac.uk
8797,20622,14059,university washington,united states,seattle,washington,http://www.washington.edu,university washington,united states,bothell,washington,u.washington.edu,0,0,TRUE,,,,,,,,,,
8812,20622,25508,university washington,united states,seattle,washington,http://www.washington.edu,university washington bothell,united states,bothell,washington,gmail.com,0,0,FALSE,university washington,university washington bothell,united states,united states,seattle,bothell,washington,washington,http://www.washington.edu,gmail.com
8826,20625,2755,university west florida,united states,pensacola,florida,http://www.uwf.edu,university west florida,united states,pensacola,florida,uwf.edu,1,7,TRUE,,,,,,,,,,
