a_id,a_name,a_country,a_street,a_city,a_prov,a_pcode,a_tel,a_web
19250,Swiss German U.,Indonesia,EduTown BSDCity,Tangerang,,15339,+62(21) 3045 0045 Ext. 1501 - 1505,http://www.sgu.ac.id
19251,Syiah Kuala U.,Indonesia,Jl. T. Nyak AriefDarussalam,Banda Aceh,Aceh,23111,+62(651) 755-3248 +62(651) 755-3205,http://www.unsyiah.ac.id
19252,U. Tabanan,Indonesia,Jalan Wagimin 8Kediri,Tabanan,Bali,82121,+62(362) 811-605,
19253,Tadulako U.,Indonesia,Kampus Bumi Tadulako Tondo,Palu,Sulawesi Tengah,94118,+62(451) 422-611,http://www.untad.ac.id/
19254,Tama Jagakarsa U.,Indonesia,Jalan Letjen T.B. Simatupang 152,Jakarta Selatan,DKI Jakarta,12530,+62(21) 789-0965,http://www.jagakarsa.ac.id/
19255,Tamansiswa U. Padang,Indonesia,Jalan Tamansiswa 9,Padang,Sumatera Barat,,+62(751) 400-20,http://www.unitas-pdg.ac.id/
19256,Tamansiswa U. Palembang,Indonesia,Jalan Taman Siswa 261,Palembang,Sumatera Selatan,30125,+62(711) 350-218,http://www.unitaspalembang.com/
19257,Tanjungpura U.,Indonesia,Jalan A. Yani,Pontianak,Kalimantan Barat,78124,+62(561) 736-439  +62(561) 743-464,http://www.untan.ac.id/
19258,Tarumanagara U.,Indonesia,Jalan Letjen. S. Parman 1,Jakarta,DKI Jakarta,11440,+62(21) 569-58747  +62(21) 567-1747,http://www.tarumanagara.ac.id/
19259,Indonesian U. Technology,Indonesia,Jalan Teuku Umar 219 A,Denpasar,Bali,80114,+62(361) 240-077,
19260,Cilegon Nusantara U. Technology,Indonesia,Jl. Raya Cibeber No. 8,Cilegon,Banten,,+62(254) 378-117,
19261,Sulawesi U. Technology,Indonesia,Abdullah Daeng Sirua No 242,Makassar,Sulawesi Selatan,,+62(411) 458-059,
19262,North Sulawesi U. Technology,Indonesia,"Jalan Piere Tendean, Komplek Megamas Smart 6 Ndeg12",Manado,Sulawesi Utara,95122,+62(431) 332-7170,http://www.utsu.ac.id
19263,Surabaya U. Technology,Indonesia,Jalan Ngagel 89,Surabaya,Jawa Timur,60131,+62(31) 502-7460,http://www.uts.ac.id/home.html
19264,Yogyakarta U. Technology,Indonesia,Jl. Ring Road Utara Jombor,Sleman,DI Yogyakarta,55285,+62(274) 623-310,http://www.uty.ac.id
19265,Open U.,Indonesia,PO Box 6666Jalan Cabe RayaPondok Cabe,Ciputat-Tangerang,Jawa Barat,15418,+62(21) 749-0941,http://www.ut.ac.id/
19266,Teuku Umar U. Meulaboh,Indonesia,Jalan Alue Peunyareng Kec Meurebo,Meulaboh,Aceh,23617,+62(655) 701-2801,http://utu.ac.id/
19267,Tidar U. Magelang,Indonesia,Jalan Kapten Suparman 39,Magelang,Jawa Tengah,56116,+62(293) 364-113  +62(293) 362-438,http://www.utm.ac.id
19268,Nusantara Timbul U.,Indonesia,Jalan Mandala Utara 33-34Tomang,Jakarta Barat,DKI Jakarta,11440,+62(21) 560-2637,http://utira-ibek.ac.id/
19269,U. Timika,Indonesia,Jalan C. Heatubun,Timika,Papua,99910,+62(901) 323-778,
19270,Timor U.,Indonesia,Jl. El Tari Km. 9 Kel. SASI - TTU,Timur,Nusa Tenggara,85613,+62(388) 243-3012,http://www.unimor.ac.id/
19271,Tomakaka U.,Indonesia,Jalan. Ir. H. Juanda 44/77,Mamuju,Sulawesi Selatan,,+62(426) 2325445,http://universitastomakakamamuju.ac.id/html/index.php
19272,Tompotika Luwuk Banggai U.,Indonesia,Jalan Dewi Sartika No. 65,Luwuk Banggai,Sulawesi Tengah,94715,+62(461) 324-027,
19273,TriTunggal U.,Indonesia,Simpang Dukuh 11,Surabaya,Jawa Timur,60285,+62(31) 546-5200,http://universitastritunggalsurabaya.com/
19274,Tribhuwana Tunggadewi U.,Indonesia,"Jl. Telaga Warna Bloc C, Tlogomas",Kota Malang,Jawa Timur,65144,+62(341) 565-500,http://www.unitri.ac.id/
19275,Tribuana Kalabahi U.,Indonesia,Jalan Singamangaraja 24,Kalabahi,Nusa Tenggara Timur,,+62(386) 21419,
19276,Tridharma U.,Indonesia,Jalan A. Wahab Syachranie 7Batu Ampar,Balikpapan,Kalimantan Timur,76123,+62(542) 436-650,
19277,Tridinanti U. Palembang,Indonesia,Jalan Kapten Marzuki 2446Kamboja,Palembang,Sumatera Selatan,30129,+62(711) 355-961,
19278,Trilogi U.,Indonesia,Jl.Taman Makam Pahlawan No.1,Kalibata,Jakarta Selatan,12760,+62(21) 798-0011,http://www.stekpi.ac.id
19279,Trisakti U.,Indonesia,Jalan Kiyai Tapa Ndeg1Grogol,Jakarta,DKI Jakarta,11440,"+62(21) 5663232 ext. 8128, 8140",http://www.trisakti.ac.id
19280,Trunajaya U. Bontang,Indonesia,Jalan Achmad Yani Ndeg14 Rt 55Tromol Pos 2,Bontang,Kalimantan Timur,75311,+62(548) 511-6443,
19281,Trunojoyo U.,Indonesia,"PO Box 2, Kampus Unijoyo, Jalan Raya Telang",Kamal Bangkalan,Madura,16912,+62(31) 3011-146  +62(31) 5345-570,http://www.trunojoyo.ac.id/
19282,Tulang Bawang U. Lampung,Indonesia,PO Box 109Jalan Gajah Mada 34 Kota Baru,Bandar Lampung,Lampung,35121,+62(721) 252-686,http://www.utb.ac.id/
19283,Tulungagung U.,Indonesia,Jalan Ki Mangunsarkoro Beji,Tulungagung,Jawa Timur,66230,+62(355) 322-145; +62(355) 320-396,http://unita.ac.id/
19284,Tunas Pembangunan U.,Indonesia,Jalan Balekambang Lor 1,Surakarta,Jawa Tengah,57139,+62(271) 710-644,http://www.utp.ac.id
19285,Udayana U.,Indonesia,Kampus Bukit Jimbaran,Denpasar,Bali,80361,+62(361) 701-954  +62(361) 704-845,http://www.unud.ac.id/
19286,Bangun Nusantara Veteran U.,Indonesia,Jalan Letjen Sujono Humardani 1Kampus Jombor,Sukoharjo,Jawa Tengah,57521,+62(271) 593-156,http://veteranbantara.ac.id/
19287,Veteran U. Republic Indonesia,Indonesia,Jalan Gunun. Bawakaraeng 72,Makassar,Sulawesi Selatan,90151,+62(411) 327-383,http://www.uvri.ac.id/
19288,Victory U. Sorong,Indonesia,"Jalan Basuki Rahmat Km 11,5Kelurahan Klasaman",Sorong,Papua,98416,,
19289,W.R. Supratman U.,Indonesia,Jalan A. Rachman Hakim 14,Surabaya,Jawa Timur,60111,+62(31) 594-5452,http://www.unipra.ac.id/
19290,Wahid Hasyim U.,Indonesia,Jalan Menoreh Tengah X/22,Semarang,Jawa Tengah,50236,+62(24) 850-5680  +62(24) 850-5681,http://www.unwahas.ac.id/unwahas/
19291,International Women U.,Indonesia,Jl Ahmad Yani No.18-20,Bandung,Jawa Barat,40112,+62(22) 730-7707,http://www.iwu.ac.id/
19292,Warmadewa U.,Indonesia,Jalan Terompong 24Tanjungbungkak,Denpasar,Bali,80235,+62(361) 244-450,http://www.warmadewa.ac.id/
19293,Widya Dharma U.,Indonesia,Jalan Ki Hajar Dewantara,Klaten,Jawa Tengah,,+62(272) 322-363,http://www.unwidha.ac.id
19294,Widya Gama Mahakam U. Samarinda,Indonesia,"Jalan K. H. Wahid Hasyim 28, Sempaja",Samarinda,Kalimantan Timur,75119,+62(541) 734-294,http://uwgm-smd.ac.id/
19295,Widya Gama U. Malang,Indonesia,Jalan Borobudur 35,Malang,Java,65128,+62(341) 491-648,http://www.widyagama.ac.id/
19296,Widya Kartika U.,Indonesia,Jalan Sutorejo Prima Utara II No. 1,Surabaya,Jawa Timur,60112,+62(31) 592-2403,http://www.widyakartika.ac.id
19297,Widya Mataram U. Yogyakarta,Indonesia,Ndalem Mangkubumen Kt. III/237,Yogyakarta,DI Yogyakarta,55132,+62(274) 374-352  +62(274) 381-722,http://www.widyamataram.ac.id/
19298,Widyatama U.,Indonesia,Jln. Cikutra 204 A,Bandung,Jawa Barat,40124,+62(22) 727-5855,http://www.widyatama.ac.id
19299,Wijaya Kusuma U. Purwokerto,Indonesia,Kampus Karangsalam,Purwokerto,Jawa Tengah,53152,+62(281) 635-889,http://www.unwiku.ac.id
19300,Wijaya Kusuma U. Surabaya,Indonesia,Jalan Dukuh Kupang 20,Surabaya,Jawa Timur,60225,+62(31) 567-7577,http://www.uwks.ac.id/
19301,Widya Putra U.,Indonesia,Jalan Raya Benowo 1-3,Surabaya,Jawa Timur,60197,+62(31) 741-3061,http://uwp.ac.id/
19302,Winaya Mukti U.,Indonesia,Jalan Winaya MuktiJatinangor,Sumedang,Jawa Barat,45363,+62(261) 796-964,http://winayamukti.ac.id/
19303,Wiralodra U.,Indonesia,Jl. H. Ir. Juanda Km.3 Singaraja,Indramayu,Jawa Barat,45213,+62(234) 275-946,http://www.unwir.ac.id/
19304,Wiraraja U.,Indonesia,Jalan Raya Sumenep-Pamekasan Km. 5 Patean,Sumenep,,69451,+62(328) 664-272,http://wiraraja.ac.id/
19305,Wiraswasta U. Indonesia,Indonesia,"Jl. Jagakarsa Raya, Pasar Minggu",Jakarta Selatan,DKI Jakarta,13210,+62(21) 850-2766 +62(21) 831-2210,http://www.uwin.ac.id
19306,Wisnuwardhana U.,Indonesia,Jalan Danau Sentani 99,Malang,Jawa Timur,65139,+62(341) 713-604,http://wisnuwardhana.ac.id/
19307,Papua Yapis U.,Indonesia,Jalan Sam Ratulangi 11,Jayapura,Papua,99115,+62(967) 550-355,http://www.uniyap.ac.id
19308,Yarsi U.,Indonesia,Jalan Letjen SupraptoCempaka Putih,Jakarta Pusat,DKI Jakarta,10510,+62(21) 420-6674  +62(21) 420-6676,http://www.yarsi.ac.id
19309,Yos Sudarso U.,Indonesia,Jalan Dukuh Kupang Barat I/216,Surabaya,Jawa Timur,60255,+62(31) 568-9805,http://www.uniyos.ac.id/
19310,Yudharta Pasuruan U.,Indonesia,Jln. Pesantren Ngalah 07 Sengonagung Purwosari,Pasuruan,Jawa Timur,67162,+62(343) 611-186,http://www.yudharta.ac.id
19311,Abat Oliba CEU U.,Spain,Bellesguard 30,Barcelona,,08022,+34(932) 540-900,http://www.abatoliba.edu
19312,U. Augsburg,Germany,Universitatsstr. 2,Augsburg,,86159,+49(821) 598-0,http://www.uni-augsburg.de
19313,Autonomous U. Barcelona,Spain,"Placa civica, Campus de Bellaterra",Cerdanyola del Valles,Barcelona,08193,+34(93) 581-1111,http://www.uab.cat
19314,U. Basel,Switzerland,Petersplatz 1,Basel,,4003,+41(61) 267-3111,http://www.unibas.ch
19315,U. Bayreuth,Germany,Universitatsstrasse 30,Bayreuth,Bavaria,95440,+49(921) 55-0,http://www.uni-bayreuth.de
19316,U. Bern,Switzerland,Hochschulstrasse 4,Bern,,3012,+41(31) 631-8111,http://www.unibe.ch
19317,U. Bielefeld,Germany,PO Box 100131Universitatsstrasse 25,Bielefeld,,33501,+49(521) 106-00,http://www.uni-bielefeld.de
19318,U. Bremen,Germany,PO Box 330440Bibliotheksstrasse 1,Bremen,,28359,+49(421) 218-1,http://www.uni-bremen.de
19319,U. Andorra,Andorra,Placa de la Germandat 7,Sant Julia de Loria,,AD 600,+376 743-000,http://www.uda.ad
19320,U. Barcelona,Spain,"Gran Via Corts Catalanes, 585",Barcelona,,08007,+34(93) 402-1100,http://www.ub.edu
19321,U. Girona,Spain,"Edifci Les Aligues  Placa Sant Domenec, 3",Girona,,17071,+34(972) 418-001,http://www.udg.es
19322,U. Balearic Islands,Spain,"Son Lledo. Campus UniversitariCarretera de Valldemossa, Km 7.5",Palma,Illes Balears,07071,+34(971) 173-000,http://www.uib.es
19323,U. Valleys,Andorra,"Av. Meritxell, 28",Andorra la Vella,,500,+376 813-781,http://www.udv.ad
19324,U. Lleida,Spain,"Placa de Victor Siurana, 1",Lleida,,25003,+34(973) 702-000,http://www.udl.es
19325,U. Valencia,Spain,"Avenida Blasco Ibanez, 13",Valencia,,46010,+34(963) 864-040,http://www.uv.es
19326,U. Vic Central U. Catalunya,Spain,"Campus de Miramarges, Carrer de la Sagrada Familia, 7",Vic,,08500,+34(93) 886-1222,http://www.uvic.es
19327,U. Federal Armed Forces Munich,Germany,Werner-Heisenberg-Weg 39,Neubiberg,,85577,+49(89) 6004-0,http://www.unibw-muenchen.de
19328,Berlin U. Arts,Germany,PO Box 120544,Berlin,,10595,+49(30) 3185-0,http://www.udk-berlin.de
19329,Saarland U.,Germany,"PO Box 151150, Im Stadtwald",Saarbrucken,,66041,+49(681) 302-0,http://www.uni-saarland.de
19330,U. Duisburg Essen,Germany,Universitatsstrasse 2,Essen,,45141,+49(201) 183-0,http://www.uni-duisburg-essen.de/
19332,U. Erfurt,Germany,"PO Box 900221, Nordhauser Strasse 63",Erfurt,,99105,+49(361) 737-0,http://www.uni-erfurt.de
19333,Europa Universitat Flensburg,Germany,Auf dem Campus 1,Flensburg,,24943,+49(461) 805-02,http://www.uni-flensburg.de
19334,U. Applied Arts Vienna,Austria,Oskar Kokoschka Platz 2,Wien,Vienna,1010,+43(1) 71133-0,http://www.dieangewandte.at/
19335,U. Natural Resources Applied Life Sciences Vienna,Austria,Gregor-Mendel-Strasse 33,Wien,Vienna,1180,+43(1) 47-654-0,http://www.boku.ac.at
19336,U. Art Industrial Design Linz,Austria,Hauptplatz 8,Linz,Upper Austria,4010,+43(732) 7898,http://www.ufg.ac.at
19337,U. Music Performing Arts Graz,Austria,Leonhardstrasse 15Palais Meran,Graz,Styria,8010,+43(316) 389-0,http://www.kug.ac.at
19338,U. Music Performing Arts Vienna,Austria,Anton-von-Webern-Platz 1,Wien,Vienna,1030,+43(1) 71155-0,http://www.mdw.ac.at
19339,U. Hamburg,Germany,Mittelweg 177,Hamburg,,20148,+49(40) 42838-0,http://www.uni-hamburg.de
19340,Heidelberg U.,Germany,PO Box 105760Grabengasse 1,Heidelberg,,69047,+49(6221) 54-0,http://www.uni-heidelberg.de
19341,U. Hildesheim,Germany,Universitatsplatz 1,Hildesheim,,31141,+49(5121) 883-0,http://www.uni-hildesheim.de
19342,U. Hohenheim,Germany,Schloss Hohenheim 1,Stuttgart,,70593,+49(711) 459-0,https://www.uni-hohenheim.de
19343,International U. Catalonia,Spain,"Calle Inmaculada, 22",Barcelona,,08017,+34(93) 254-1800,http://www.uic.es
19344,Jaume I U.,Spain,"Campus del Riu SecAvenida de Vicent Sos Baynat, s/n",Castellon de la Plana,Castellon,12071,+34(964) 728-000,http://www.uji.es
19345,U. Kassel,Germany,Monchebergstrasse 19,Kassel,,34109,+49(561) 804-0,http://www.uni-kassel.de
19346,U. Koblenz Landau,Germany,Postfach 1864Rhabanusstrasse 3,Mainz,,55008,+49(6131) 37460-0,http://www.uni-koblenz-landau.de/
19348,U. Konstanz,Germany,,Konstanz,Baden-Wurttemberg,78457,+49(7531) 88-0,http://www.uni-konstanz.de
19349,U. Leipzig,Germany,PO Box 100920Ritterstrasse 26,Leipzig,Saxony,04009,+49(341) 971-08,http://www.uni-leipzig.de
19350,U. Liechtenstein,Liechtenstein,Furst-Franz-Josef-Strasse,Vaduz,,9490,+423 265-11-11,http://www.uni.li
19351,U. Lucerne,Switzerland,Frohburgstrasse 3P.O. Box 4466,Lucerne,,6002,+41(41) 229-5000,http://www.unilu.ch
19352,U. Mannheim,Germany,Schloss,Mannheim,Baden-Wurttemberg,68131,+49(621) 181-2222,http://www.uni-mannheim.de
19353,U. Mozarteum Salzburg,Austria,Mirabell Platz 1,Salzburg,Salzburg,5020,+43(662) 6198-0,http://www.moz.ac.at
19354,Open U. Cataluna,Spain,"Avenida Tibidabo, 39-43",Barcelona,,08035,+34(932) 532-300,http://www.uoc.es
19355,Open U. La Salle,Andorra,Av. del Traves 31Local A-2,La Massana,AD400,,+376 815388,http://www.uols.org
19356,Osnabrueck U.,Germany,Postfach 44 69Neuer Graben/Schloss,Osnabrueck,,49069,+49(541) 969-0,http://www.uni-osnabrueck.de
19357,U. Paderborn,Germany,Warburger Strasse 100,Paderborn,,33098,+49(5251) 60-0,http://www.upb.de
19358,U. Passau,Germany,Innstrasse 41,Passau,,94030,+49(851) 509-0,http://www.uni-passau.de
19359,Universitat Politecnica de Catalunya Barcelona Tech,Spain,"Calle Jordi Girona, 31",Barcelona,,08034,+34(93) 401-7396,http://www.barcelonatech.upc.edu
19360,Pompeu Fabra U.,Spain,"Placa de la Merce, 10-12",Barcelona,,08002,+34(93) 542-2000,http://www.upf.edu/
19361,U. Potsdam,Germany,Am Neuen Palais 10,Potsdam,,14469,+49(331) 977-0,http://www.uni-potsdam.de
19362,Ramon Llull U.,Spain,"C/Claravall, 1-3",Barcelona,,08022,+34(93) 602-2200,http://www.url.es
19363,Universitat Regensburg,Germany,Universitatsstrasse 31,Regensburg,Bayern,93053,+49(941) 943-01,http://www.uni-regensburg.de
19364,U. Rostock,Germany,Universitatsplatz 1,Rostock,,18051,+49(381) 498-0,http://www.uni-rostock.de
19365,Rovira i Virgili U.,Spain,"Calle de l'Escorxador, s/n",Tarragona,,43003,+34(902) 337-878,http://www.urv.cat
19366,U. Salzburg,Austria,Kapitelgasse 4-6,Salzburg,Salzburg,5020,+43(662) 8044-0,http://www.uni-salzburg.at
19367,U. Siegen,Germany,Postfach,Siegen,,57068,+49(271) 740-0,http://www.uni-siegen.de
19368,U. St. Gallen/Graduate School Business Economics Law Social Sciences,Switzerland,Dufourstrasse 50,St. Gallen,,9000,+41(71) 224-2111,http://www.unisg.ch
19369,U. Stuttgart,Germany,Postfach 10 60 37Keplerstrasse 7,Stuttgart,,70049,+49(711) 685-0,http://www.uni-stuttgart.de
19370,U. Trier,Germany,Universitatsring 15,Trier,Rhineland Palatinate,54286,+49(651) 201-0,http://www.uni-trier.de
19371,Ulm U.,Germany,Albert-Einstein-Allee,Ulm,,89069,+49(731) 50-22001,http://www.uni-ulm.de
19372,U. Vechta,Germany,Postfach 15 53Driverstrasse 22,Vechta,,49364,+49(4441) 15-0,http://www.uni-vechta.de
19373,U. Vienna,Austria,Universitatsring 1,Wien,Vienna,1010,+43(1) 4277-0,http://www.univie.ac.at
19374,Witten/Herdecke U.,Germany,Alfred-Herrhausen-Strasse 50,Witten,,58448,+49(2302) 926-0,http://www.uni-wh.de
19375,U. Cologne,Germany,Albertus-Magnus-Platz,Koln,Nordrhein-Westfalen,50923,+49(221) 470-0,http://www.uni-koeln.de
19376,U. Lubeck,Germany,Ratzeburger Allee 160,Lubeck,,23562,+49(451) 500-0,http://www.uni-luebeck.de
19377,U. Zurich,Switzerland,Kunstlergasse 15,Zurich,,8001,+41(44) 634-1111,http://www.uzh.ch/
19378,Perspectiva U. INT,Moldova,"Strada Alba-Iuilia, 75",Chisinau,,2071,+373(22) 74-79-58  +373(22) 58-92-50,http://www.perspectiva.md
19379,1 December 1918 U. Alba Iulia,Romania,"str. Gabriel Bethlen, nr. 5",Alba Iulia,,510009,+40(258) 80-61-30,http://www.uab.ro
19380,U. Academy Sciences Moldova,Moldova,"3/2, Academiei Street",Chisinau,,,+373(22) 738016,http://www.edu.asm.md
19381,State Agrarian U. Moldova,Moldova,"str. Mircesti, 42",Chisinau,,2049,+373(22) 31-22-58  +373(22) 31-22-56,http://www.uasm.md
19382,Alexandru Ioan Cuza U. Iasi,Romania,"b-dul Carol, nr. 11",Iasi,,700506,+40(232) 20-10-10,http://www.uaic.ro
19383,Andrei Saguna U. Constanta,Romania,"b-dul Alexandru Lapusneanu, nr. 13",Constanta,,900196,+40(241) 662-520,http://www.andreisaguna.ro
19384,Apollonia U. Iasi,Romania,"str. Muzicii, nr. 11",Iasi,,700511,+40(232) 21-03-10,http://www.univapollonia.ro
19385,Artifex U. Bucharest,Romania,"str. Economu Cezarescu, nr. 47, Sectorul 6",Bucuresti,,060754,+40(21) 222-62-49 +40(21) 212-62-55,http://www.artifex.org.ro
19386,Athenaeum U. Bucharest,Romania,"str. Giuseppe Garibaldi, nr. 2A, Sectorul 2",Bucuresti,,020223,+40(21) 230-57-38 +40(21) 230-57-26,http://www.univath.ro
19387,Aurel Vlaicu U. Arad,Romania,"b-dul Revolutiei, nr. 77",Arad,,310130,+40(257) 28-30-10,http://www.uav.ro
19388,Avram Iancu U. Cluj Napoca,Romania,"str. Ilie Macelaru, nr. 1A",Cluj-Napoca,,,+40(264) 45-00-50,http://www.uai-cluj.ro
19389,Babes Bolyai U. Cluj Napoca,Romania,"str. Mihail Kogalniceanu, nr. 1",Cluj-Napoca,,400084,+40(264) 40-53-00,http://www.ubbcluj.ro
19390,Bioterra U. Bucharest,Romania,"pavilionul central, str. Garlei, nr. 81, Sector 1",Bucuresti,,,+40(21) 490-61-28 +40(21) 490-61-27,http://www.bioterra.ro
19391,Bogdan Voda U. Cluj Napoca,Romania,"str. Grigore Alexandrescu, nr. 26A",Cluj-Napoca,,400560,+40(264) 598-787,http://www.ubv.ro
19392,Constantin Brancoveanu U. Pitesti,Romania,"str. Calea Bascovului, nr. 2A",Pitesti,,11005,+40(248) 21-26-27,http://www.univcb.ro
19393,Constantin Brancusi U. Targu Jiu,Romania,"calea Eroilor, nr. 30",Targu-Jiu,,,+40(253) 21-43-07,http://www.utgjiu.ro
19394,Cooperative Trade U. Moldova,Moldova,"Bulevardul Iu Gagarin, 8",Chisinau,,2001,+373(22) 27-02-03  +373(22) 27-26-04,http://www.uccm.md/
19395,Partium Christian U. Oradea,Romania,"str. Primariei, nr. 36",Oradea,,410209,+40(259) 41-82-44,http://www.partium.ro
19396,Dimitrie Cantemir Christian U. Bucharest,Romania,"str. Splaiul Unirii, nr. 176, Sectorul 4",Bucuresti,,,+40(21) 330-79-00,http://www.ucdc.ro
19397,Danube U. Galati,Romania,"b-dul Galati, nr. 3",Galati,,800654,+40(236) 36-00-38,http://www.univ-danubius.ro
19398,Ion Mincu U. Architecture Urbanism,Romania,"str. Academiei, nr. 18-20",Bucuresti,,010014,+40(21) 313-54-82,http://www.iaim.ro
19399,U. Art Design Cluj Napoca,Romania,"piata Unirii, nr. 31",Cluj-Napoca,,400098,+40(264) 59-32-14,http://www.uad.ro
19400,U. Arts Targu Mures,Romania,"str. Koteles Samuel, nr. 6",Targu-Mures,,540057,+40(265) 26-62-81  +40(265) 26-03-62,http://www.uat.ro
19401,I.L. Caragiale U. Drama Cinema Bucharest,Romania,"str. Matei Voevod, nr. 75-77, Sectorul 2",Bucuresti,,,+40(21) 252-74-57,http://www.unatc.ro
19402,George Enescu U. Arts Iasi,Romania,"str. Cuza Voda, nr. 29",Iasi,,700040,+40(232) 21-25-49,http://www.arteiasi.ro
19403,Carol Davila U. Medicine Pharmacy Bucharest,Romania,"str. Dionisie Lupu, nr. 37, Sectorul 1",Bucuresti,,020022,+40(21) 318-07-19,http://www.umf.ro
19404,U. Medicine Pharmacy Craiova,Romania,"str. Petru Rares, nr. 2",Craiova,,200349,+40(251) 52-24-58,http://www.umfcv.ro
19405,U. Medicine Pharmacy Targu Mures,Romania,"str. Gheorghe Marinescu, nr. 38",Targu-Mures,,540000,+40(265) 21-55-51,http://www.umftgm.ro
19406,Grigore T. Popa U. Medicine Pharmacy Iasi,Romania,"str. Universitatii, nr. 16",Iasi,,700115,+40(232) 211-818,http://www.umfiasi.ro
19407,Iuliu Hatieganu U. Medicine Pharmacy Cluj Napoca,Romania,"str. Victor Babes, nr. 8",Cluj-Napoca,,400012,+40(264) 59-72-56,http://www.umfcluj.ro
19408,Victor Babes U. Medicine Pharmacy Timisoara,Romania,"piata Eftimie Murgu, nr. 2",Timisoara,,300041,+40(256) 20-44-00,http://www.umft.ro
19410,Alecu Russo Balti State U.,Moldova,"Strada Puskin, 38",Balti,,3100,+373(231) 52-400  +373(231) 52-404,http://www.usarb.md
19411,State U. Physical Education Sports,Moldova,Strada Andrei Doga 24/1,Chisinau,,2024,+373(22) 49-40-81,http://www.usefs.md
19412,Nicolae Testemitanu Moldova State U. Medicine Pharmacy,Moldova,"Bulevardul Stefan cel Mare, 165",Chisinau,,2004,+373(22) 24-34-08,http://www.usmf.md
19413,Bogdan Petriceicu Hasdeu State U. Cahul,Moldova,"Piata Independentei, 1",Cahul,,3901,+373(299) 2-24-81,http://www.usch.md
19414,Comrat State U.,Moldova,Strada Galatsana 17,Comrat,,3800,+373(298) 2-43-45,http://www.kdu.md
19415,Moldova State U.,Moldova,"str. Alexe Mateevici, 60",Chisinau,,2009,+373(22) 57-74-01,http://www.usm.md
19417,Tiraspol State U.,Moldova,"Strada Iablocikin, 5",Chisinau,,2069,+373(22) 75-49-24,http://www.ust.md
19419,Moldova U. European Studies,Moldova,str. Ghenadie Iablocikin 2/1oficiul 213,Chisinau,,2069,+373(22) 509-122,http://www.usem.md
19420,Constantin Stere U. European Political Economic Studies,Moldova,b-dul Stefan cel Mare si Sfint 200,Chisinau,,2004,+373(22) 74-99-13  +373(22) 74-94-86  +373(22) 35-84-27,http://www.uspee.md/
19421,U. West Timisoara,Romania,"b-dul Vasile Parvan, nr. 4",Timisoara,,300223,+40(256) 59-21-11,http://www.uvt.ro
19422,Vasile Goldis West U. Arad,Romania,"b-dul Revolutiei, nr. 81",Arad,,,+40(257) 28-02-60,http://www.uvvg.ro
19423,Banat U. Agricultural Sciences Veterinary Medicine Timisoara,Romania,"calea Aradului, nr. 119",Timisoara,,300645,+40(256) 27-70-01,http://www.usab-tm.ro
19424,U. Agricultural Sciences Veterinary Medicine Cluj Napoca,Romania,"calea Manastur, nr. 3-5",Cluj-Napoca,,400372,+40(264) 59-63-84,http://www.usamvcluj.ro
19425,Ion Ionescu de la Brad U. Agricultural Sciences Veterinary Medicine IasI,Romania,"aleea Mihail Sadoveanu, nr. 3",Iasi,,700490,+40(232) 40-74-07,http://www.uaiasi.ro
19426,U. Agricultural Sciences Veterinary Medicine Bucharest,Romania,"b-dul Marasti, nr. 59",Bucuresti,,011464,+40(21) 318-22-66,http://www.usab.ro
19428,Dimitrie Cantemir U. Targu Mures,Romania,"str. Bodoni Sandor, nr.3-5",Targu-Mures,,540082,+40(365) 401- 127,http://www.cantemir.ro
19429,U. Bucharest,Romania,"b-dul Mihail Kogalniceanu, nr. 36-46, Sectorul 5",Bucuresti,,050107,+40(21) 307-73-00,http://www.unibuc.ro
19430,U. Craiova,Romania,"str. A. I. Cuza, nr.13",Craiova,,200585,+40(251) 41-43-98,http://www.central.ucv.ro
19431,U. Oradea,Romania,"C.P. nr. 114, Oficiul Postal 1str. Universitatii, nr. 1",Oradea,,410087,+40(259) 40-81-13  +40(259) 43-28-30,http://www.uoradea.ro
19432,U. Petrosani,Romania,"str. Universitatii, nr. 20",Petrosani,,332006,+40(254) 54-25-80,http://www.upet.ro
19433,U. Pitesti,Romania,"piata Vasile Milea, nr. 1",Pitesti,,110040,+40(348) 45-31-00,http://www.upit.ro
19434,U. Dunarea de Jos Galati,Romania,"str. Domneasca, nr. 47",Galati,,800008,+40(236) 41-36-02,http://www.ugal.ro
19435,U. Ecology Bucharest,Romania,"b-dul Vasile Milea, nr. 1G, Sectorul 6",Bucuresti,,061341,+40(21) 316-79-32,http://www.ueb.ro
19436,Eftimie Murgu U. Resita,Romania,"piata Traian Vuia, nr. 1-4",Resita,,320085,+40(255) 21-02-27,http://www.uem.ro
19437,Emanuel U. Oradea,Romania,"str. Nufarului, nr. 87",Oradea,,410597,+40(259) 42-66-92,http://www.emanuel.ro
19438,Dragan European U. Lugoj,Romania,"str. Ion Huniade, nr. 2",Lugoj,,305500,+40(256) 359-198,http://www.universitateaeuropeanadragan.ro
19440,George Bacovia U. Bacau,Romania,"str. Pictor Aman, nr. 96",Bacau,,600164,+40(234) 56-26-00,http://www.ugb.ro
19441,George Baritiu U.,Romania,"str. Lunii, nr. 6",Brasov,,,+40(268) 31-99-48,http://www.universitateagbaritiu.ro
